TOP.5c910dba.00065016	START
TOP.5c9134b2.000aa149	user_options->speed_only	0
TOP.5c9134b2.000aa149	user_options->status	0
TOP.5c9134b2.000aa149	user_options->status_timer	10
TOP.5c9134b2.000aa149	user_options->stdout_flag	0
TOP.5c9134b2.000aa149	user_options->usage	0
TOP.5c9134b2.000aa149	user_options->username	0
TOP.5c9134b2.000aa149	user_options->veracrypt_pim	0
TOP.5c9134b2.000aa149	user_options->version	0
TOP.5c9134b2.000aa149	user_options->workload_profile	2
TOP.5c9134b2.000aa149	user_options->brain_client	0
TOP.5c9134b2.000aa149	user_options->brain_client_features	3
TOP.5c9134b2.000aa149	user_options->brain_server	0
TOP.5c9134b2.000aa149	user_options->brain_port	6863
TOP.5c9134b2.000aa149	user_options->brain_session	0
TOP.5c9134b2.000aa149	hashes->hashfile	hashes.txt
TOP.5c9134b2.000aa149	hashes->hashlist_mode	4
TOP.5c9134b2.000aa149	hashes->hashlist_format	0
TOP.5c9134b2.000aa149	hashes->hashes_cnt	0
TOP.5c9134b2.000aa149	hashes->digests_cnt	7
TOP.5c9134b2.000aa149	hashes->digests_done	5
TOP.5c9134b2.000aa149	hashes->salts_cnt	1
TOP.5c9134b2.000aa149	hashes->salts_done	0
TOP.5c9134b2.000aa149	SUB.5c9134b4.0008b573	START
TOP.5c9134b2.000aa149	SUB.5c9134b4.0008b573	straight_ctx->dict	dictionaries\rockyou.txt
TOP.5c9134b2.000aa149	SUB.5c9134b4.0008b573	runtime_start	1553020085
TOP.5c9134b2.000aa149	SUB.5c9134b4.0008b573	runtime_stop	1553020087
TOP.5c9134b2.000aa149	SUB.5c9134b4.0008b573	status-after-work	5
TOP.5c9134b2.000aa149	SUB.5c9134b4.0008b573	STOP
TOP.5c9134b2.000aa149	proc_start	1553020082
TOP.5c9134b2.000aa149	proc_stop	1553020088
TOP.5c9134b2.000aa149	STOP
TOP.5c913515.0002b755	START
TOP.5c913515.0002b755	user_options->separator	:
TOP.5c913515.0002b755	user_options->encoding_from	utf-8
TOP.5c913515.0002b755	user_options->encoding_to	utf-8
TOP.5c913515.0002b755	user_options->outfile	cracked.txt
TOP.5c913515.0002b755	user_options->rule_buf_l	:
TOP.5c913515.0002b755	user_options->rule_buf_r	:
TOP.5c913515.0002b755	user_options->session	hashcat
TOP.5c913515.0002b755	user_options->limit	0
TOP.5c913515.0002b755	user_options->skip	0
TOP.5c913515.0002b755	user_options->attack_mode	0
TOP.5c913515.0002b755	user_options->benchmark	0
TOP.5c913515.0002b755	user_options->benchmark_all	0
TOP.5c913515.0002b755	user_options->bitmap_max	24
TOP.5c913515.0002b755	user_options->bitmap_min	16
TOP.5c913515.0002b755	user_options->debug_mode	0
TOP.5c913515.0002b755	user_options->example_hashes	0
TOP.5c913515.0002b755	user_options->force	0
TOP.5c913515.0002b755	user_options->gpu_temp_abort	90
TOP.5c913515.0002b755	user_options->gpu_temp_disable	0
TOP.5c913515.0002b755	user_options->hash_mode	0
TOP.5c913515.0002b755	user_options->hex_charset	0
TOP.5c913515.0002b755	user_options->hex_salt	0
TOP.5c913515.0002b755	user_options->hex_wordlist	0
TOP.5c913515.0002b755	user_options->increment	0
TOP.5c913515.0002b755	user_options->increment_max	256
TOP.5c913515.0002b755	user_options->increment_min	1
TOP.5c913515.0002b755	user_options->keep_guessing	0
TOP.5c913515.0002b755	user_options->kernel_accel	0
TOP.5c913515.0002b755	user_options->kernel_loops	0
TOP.5c913515.0002b755	user_options->keyspace	0
TOP.5c913515.0002b755	user_options->left	0
TOP.5c913515.0002b755	user_options->logfile_disable	0
TOP.5c913515.0002b755	user_options->loopback	0
TOP.5c913515.0002b755	user_options->machine_readable	0
TOP.5c913515.0002b755	user_options->markov_classic	0
TOP.5c913515.0002b755	user_options->markov_disable	0
TOP.5c913515.0002b755	user_options->markov_threshold	256
TOP.5c913515.0002b755	user_options->nvidia_spin_damp	100
TOP.5c913515.0002b755	user_options->opencl_info	0
TOP.5c913515.0002b755	user_options->opencl_vector_width	0
TOP.5c913515.0002b755	user_options->optimized_kernel_enable	0
TOP.5c913515.0002b755	user_options->outfile_autohex	1
TOP.5c913515.0002b755	user_options->outfile_check_timer	5
TOP.5c913515.0002b755	user_options->outfile_format	3
TOP.5c913515.0002b755	user_options->wordlist_autohex_disable	0
TOP.5c913515.0002b755	user_options->potfile_disable	0
TOP.5c913515.0002b755	user_options->progress_only	0
TOP.5c913515.0002b755	user_options->quiet	0
TOP.5c913515.0002b755	user_options->remove	0
TOP.5c913515.0002b755	user_options->remove_timer	60
TOP.5c913515.0002b755	user_options->restore	0
TOP.5c913515.0002b755	user_options->restore_disable	0
TOP.5c913515.0002b755	user_options->restore_timer	60
TOP.5c913515.0002b755	user_options->rp_files_cnt	0
TOP.5c913515.0002b755	user_options->rp_gen	0
TOP.5c913515.0002b755	user_options->rp_gen_func_max	4
TOP.5c913515.0002b755	user_options->rp_gen_func_min	1
TOP.5c913515.0002b755	user_options->rp_gen_seed	0
TOP.5c913515.0002b755	user_options->runtime	0
TOP.5c913515.0002b755	user_options->scrypt_tmto	0
TOP.5c913515.0002b755	user_options->segment_size	33554432
TOP.5c913515.0002b755	user_options->self_test_disable	0
TOP.5c913515.0002b755	user_options->slow_candidates	0
TOP.5c913515.0002b755	user_options->show	0
TOP.5c913515.0002b755	user_options->speed_only	0
TOP.5c913515.0002b755	user_options->status	0
TOP.5c913515.0002b755	user_options->status_timer	10
TOP.5c913515.0002b755	user_options->stdout_flag	0
TOP.5c913515.0002b755	user_options->usage	0
TOP.5c913515.0002b755	user_options->username	0
TOP.5c913515.0002b755	user_options->veracrypt_pim	0
TOP.5c913515.0002b755	user_options->version	0
TOP.5c913515.0002b755	user_options->workload_profile	2
TOP.5c913515.0002b755	user_options->brain_client	0
TOP.5c913515.0002b755	user_options->brain_client_features	3
TOP.5c913515.0002b755	user_options->brain_server	0
TOP.5c913515.0002b755	user_options->brain_port	6863
TOP.5c913515.0002b755	user_options->brain_session	0
TOP.5c913515.0002b755	hashes->hashfile	hashes.txt
TOP.5c913515.0002b755	hashes->hashlist_mode	4
TOP.5c913515.0002b755	hashes->hashlist_format	0
TOP.5c913515.0002b755	hashes->hashes_cnt	0
TOP.5c913515.0002b755	hashes->digests_cnt	7
TOP.5c913515.0002b755	hashes->digests_done	5
TOP.5c913515.0002b755	hashes->salts_cnt	1
TOP.5c913515.0002b755	hashes->salts_done	0
TOP.5c913515.0002b755	SUB.5c913517.0004493a	START
TOP.5c913515.0002b755	SUB.5c913517.0004493a	straight_ctx->dict	dictionaries\rockyou.txt
TOP.5c913515.0002b755	SUB.5c913517.0004493a	runtime_start	1553020183
TOP.5c913515.0002b755	SUB.5c913517.0004493a	runtime_stop	1553020186
TOP.5c913515.0002b755	SUB.5c913517.0004493a	status-after-work	5
TOP.5c913515.0002b755	SUB.5c913517.0004493a	STOP
TOP.5c913515.0002b755	proc_start	1553020181
TOP.5c913515.0002b755	proc_stop	1553020186
TOP.5c913515.0002b755	STOP
TOP.5c9135f1.0001bae7	START
TOP.5c9135f1.0001bae7	user_options->separator	:
TOP.5c9135f1.0001bae7	user_options->encoding_from	utf-8
TOP.5c9135f1.0001bae7	user_options->encoding_to	utf-8
TOP.5c9135f1.0001bae7	user_options->outfile	cracked.txt
TOP.5c9135f1.0001bae7	user_options->rule_buf_l	:
TOP.5c9135f1.0001bae7	user_options->rule_buf_r	:
TOP.5c9135f1.0001bae7	user_options->session	hashcat
TOP.5c9135f1.0001bae7	user_options->limit	0
TOP.5c9135f1.0001bae7	user_options->skip	0
TOP.5c9135f1.0001bae7	user_options->attack_mode	0
TOP.5c9135f1.0001bae7	user_options->benchmark	0
TOP.5c9135f1.0001bae7	user_options->benchmark_all	0
TOP.5c9135f1.0001bae7	user_options->bitmap_max	24
TOP.5c9135f1.0001bae7	user_options->bitmap_min	16
TOP.5c9135f1.0001bae7	user_options->debug_mode	0
TOP.5c9135f1.0001bae7	user_options->example_hashes	0
TOP.5c9135f1.0001bae7	user_options->force	0
TOP.5c9135f1.0001bae7	user_options->gpu_temp_abort	90
TOP.5c9135f1.0001bae7	user_options->gpu_temp_disable	0
TOP.5c9135f1.0001bae7	user_options->hash_mode	0
TOP.5c9135f1.0001bae7	user_options->hex_charset	0
TOP.5c9135f1.0001bae7	user_options->hex_salt	0
TOP.5c9135f1.0001bae7	user_options->hex_wordlist	0
TOP.5c9135f1.0001bae7	user_options->increment	0
TOP.5c9135f1.0001bae7	user_options->increment_max	256
TOP.5c9135f1.0001bae7	user_options->increment_min	1
TOP.5c9135f1.0001bae7	user_options->keep_guessing	0
TOP.5c9135f1.0001bae7	user_options->kernel_accel	0
TOP.5c9135f1.0001bae7	user_options->kernel_loops	0
TOP.5c9135f1.0001bae7	user_options->keyspace	0
TOP.5c9135f1.0001bae7	user_options->left	0
TOP.5c9135f1.0001bae7	user_options->logfile_disable	0
TOP.5c9135f1.0001bae7	user_options->loopback	0
TOP.5c9135f1.0001bae7	user_options->machine_readable	0
TOP.5c9135f1.0001bae7	user_options->markov_classic	0
TOP.5c9135f1.0001bae7	user_options->markov_disable	0
TOP.5c9135f1.0001bae7	user_options->markov_threshold	256
TOP.5c9135f1.0001bae7	user_options->nvidia_spin_damp	100
TOP.5c9135f1.0001bae7	user_options->opencl_info	0
TOP.5c9135f1.0001bae7	user_options->opencl_vector_width	0
TOP.5c9135f1.0001bae7	user_options->optimized_kernel_enable	0
TOP.5c9135f1.0001bae7	user_options->outfile_autohex	1
TOP.5c9135f1.0001bae7	user_options->outfile_check_timer	5
TOP.5c9135f1.0001bae7	user_options->outfile_format	3
TOP.5c9135f1.0001bae7	user_options->wordlist_autohex_disable	0
TOP.5c9135f1.0001bae7	user_options->potfile_disable	0
TOP.5c9135f1.0001bae7	user_options->progress_only	0
TOP.5c9135f1.0001bae7	user_options->quiet	0
TOP.5c9135f1.0001bae7	user_options->remove	0
TOP.5c9135f1.0001bae7	user_options->remove_timer	60
TOP.5c9135f1.0001bae7	user_options->restore	0
TOP.5c9135f1.0001bae7	user_options->restore_disable	0
TOP.5c9135f1.0001bae7	user_options->restore_timer	60
TOP.5c9135f1.0001bae7	user_options->rp_files_cnt	0
TOP.5c9135f1.0001bae7	user_options->rp_gen	0
TOP.5c9135f1.0001bae7	user_options->rp_gen_func_max	4
TOP.5c9135f1.0001bae7	user_options->rp_gen_func_min	1
TOP.5c9135f1.0001bae7	user_options->rp_gen_seed	0
TOP.5c9135f1.0001bae7	user_options->runtime	0
TOP.5c9135f1.0001bae7	user_options->scrypt_tmto	0
TOP.5c9135f1.0001bae7	user_options->segment_size	33554432
TOP.5c9135f1.0001bae7	user_options->self_test_disable	0
TOP.5c9135f1.0001bae7	user_options->slow_candidates	0
TOP.5c9135f1.0001bae7	user_options->show	0
TOP.5c9135f1.0001bae7	user_options->speed_only	0
TOP.5c9135f1.0001bae7	user_options->status	0
TOP.5c9135f1.0001bae7	user_options->status_timer	10
TOP.5c9135f1.0001bae7	user_options->stdout_flag	0
TOP.5c9135f1.0001bae7	user_options->usage	0
TOP.5c9135f1.0001bae7	user_options->username	0
TOP.5c9135f1.0001bae7	user_options->veracrypt_pim	0
TOP.5c9135f1.0001bae7	user_options->version	0
TOP.5c9135f1.0001bae7	user_options->workload_profile	2
TOP.5c9135f1.0001bae7	user_options->brain_client	0
TOP.5c9135f1.0001bae7	user_options->brain_client_features	3
TOP.5c9135f1.0001bae7	user_options->brain_server	0
TOP.5c9135f1.0001bae7	user_options->brain_port	6863
TOP.5c9135f1.0001bae7	user_options->brain_session	0
TOP.5c9135f1.0001bae7	hashes->hashfile	hashes.txt
TOP.5c9135f1.0001bae7	hashes->hashlist_mode	4
TOP.5c9135f1.0001bae7	hashes->hashlist_format	0
TOP.5c9135f1.0001bae7	hashes->hashes_cnt	0
TOP.5c9135f1.0001bae7	hashes->digests_cnt	7
TOP.5c9135f1.0001bae7	hashes->digests_done	5
TOP.5c9135f1.0001bae7	hashes->salts_cnt	1
TOP.5c9135f1.0001bae7	hashes->salts_done	0
TOP.5c9135f1.0001bae7	SUB.5c9135f3.0001d5f1	START
TOP.5c9135f1.0001bae7	SUB.5c9135f3.0001d5f1	straight_ctx->dict	dictionaries\rockyou.txt
TOP.5c9135f1.0001bae7	SUB.5c9135f3.0001d5f1	runtime_start	1553020403
TOP.5c9135f1.0001bae7	SUB.5c9135f3.0001d5f1	runtime_stop	1553020405
TOP.5c9135f1.0001bae7	SUB.5c9135f3.0001d5f1	status-after-work	5
TOP.5c9135f1.0001bae7	SUB.5c9135f3.0001d5f1	STOP
TOP.5c9135f1.0001bae7	proc_start	1553020401
TOP.5c9135f1.0001bae7	proc_stop	1553020406
TOP.5c9135f1.0001bae7	STOP
TOP.5c91360a.00095858	START
TOP.5c91360a.00095858	user_options->separator	:
TOP.5c91360a.00095858	user_options->encoding_from	utf-8
TOP.5c91360a.00095858	user_options->encoding_to	utf-8
TOP.5c91360a.00095858	user_options->outfile	cracked.txt
TOP.5c91360a.00095858	user_options->rule_buf_l	:
TOP.5c91360a.00095858	user_options->rule_buf_r	:
TOP.5c91360a.00095858	user_options->session	hashcat
TOP.5c91360a.00095858	user_options->limit	0
TOP.5c91360a.00095858	user_options->skip	0
TOP.5c91360a.00095858	user_options->attack_mode	0
TOP.5c91360a.00095858	user_options->benchmark	0
TOP.5c91360a.00095858	user_options->benchmark_all	0
TOP.5c91360a.00095858	user_options->bitmap_max	24
TOP.5c91360a.00095858	user_options->bitmap_min	16
TOP.5c91360a.00095858	user_options->debug_mode	0
TOP.5c91360a.00095858	user_options->example_hashes	0
TOP.5c91360a.00095858	user_options->force	0
TOP.5c91360a.00095858	user_options->gpu_temp_abort	90
TOP.5c91360a.00095858	user_options->gpu_temp_disable	0
TOP.5c91360a.00095858	user_options->hash_mode	0
TOP.5c91360a.00095858	user_options->hex_charset	0
TOP.5c91360a.00095858	user_options->hex_salt	0
TOP.5c91360a.00095858	user_options->hex_wordlist	0
TOP.5c91360a.00095858	user_options->increment	0
TOP.5c91360a.00095858	user_options->increment_max	256
TOP.5c91360a.00095858	user_options->increment_min	1
TOP.5c91360a.00095858	user_options->keep_guessing	0
TOP.5c91360a.00095858	user_options->kernel_accel	0
TOP.5c91360a.00095858	user_options->kernel_loops	0
TOP.5c91360a.00095858	user_options->keyspace	0
TOP.5c91360a.00095858	user_options->left	0
TOP.5c91360a.00095858	user_options->logfile_disable	0
TOP.5c91360a.00095858	user_options->loopback	0
TOP.5c91360a.00095858	user_options->machine_readable	0
TOP.5c91360a.00095858	user_options->markov_classic	0
TOP.5c91360a.00095858	user_options->markov_disable	0
TOP.5c91360a.00095858	user_options->markov_threshold	256
TOP.5c91360a.00095858	user_options->nvidia_spin_damp	100
TOP.5c91360a.00095858	user_options->opencl_info	0
TOP.5c91360a.00095858	user_options->opencl_vector_width	0
TOP.5c91360a.00095858	user_options->optimized_kernel_enable	0
TOP.5c91360a.00095858	user_options->outfile_autohex	1
TOP.5c91360a.00095858	user_options->outfile_check_timer	5
TOP.5c91360a.00095858	user_options->outfile_format	3
TOP.5c91360a.00095858	user_options->wordlist_autohex_disable	0
TOP.5c91360a.00095858	user_options->potfile_disable	0
TOP.5c91360a.00095858	user_options->progress_only	0
TOP.5c91360a.00095858	user_options->quiet	0
TOP.5c91360a.00095858	user_options->remove	0
TOP.5c91360a.00095858	user_options->remove_timer	60
TOP.5c91360a.00095858	user_options->restore	0
TOP.5c91360a.00095858	user_options->restore_disable	0
TOP.5c91360a.00095858	user_options->restore_timer	60
TOP.5c91360a.00095858	user_options->rp_files_cnt	0
TOP.5c91360a.00095858	user_options->rp_gen	0
TOP.5c91360a.00095858	user_options->rp_gen_func_max	4
TOP.5c91360a.00095858	user_options->rp_gen_func_min	1
TOP.5c91360a.00095858	user_options->rp_gen_seed	0
TOP.5c91360a.00095858	user_options->runtime	0
TOP.5c91360a.00095858	user_options->scrypt_tmto	0
TOP.5c91360a.00095858	user_options->segment_size	33554432
TOP.5c91360a.00095858	user_options->self_test_disable	0
TOP.5c91360a.00095858	user_options->slow_candidates	0
TOP.5c91360a.00095858	user_options->show	0
TOP.5c91360a.00095858	user_options->speed_only	0
TOP.5c91360a.00095858	user_options->status	0
TOP.5c91360a.00095858	user_options->status_timer	10
TOP.5c91360a.00095858	user_options->stdout_flag	0
TOP.5c91360a.00095858	user_options->usage	0
TOP.5c91360a.00095858	user_options->username	0
TOP.5c91360a.00095858	user_options->veracrypt_pim	0
TOP.5c91360a.00095858	user_options->version	0
TOP.5c91360a.00095858	user_options->workload_profile	2
TOP.5c91360a.00095858	user_options->brain_client	0
TOP.5c91360a.00095858	user_options->brain_client_features	3
TOP.5c91360a.00095858	user_options->brain_server	0
TOP.5c91360a.00095858	user_options->brain_port	6863
TOP.5c91360a.00095858	user_options->brain_session	0
TOP.5c91360a.00095858	hashes->hashfile	hashes.txt
TOP.5c91360a.00095858	hashes->hashlist_mode	4
TOP.5c91360a.00095858	hashes->hashlist_format	0
TOP.5c91360a.00095858	hashes->hashes_cnt	0
TOP.5c91360a.00095858	hashes->digests_cnt	7
TOP.5c91360a.00095858	hashes->digests_done	5
TOP.5c91360a.00095858	hashes->salts_cnt	1
TOP.5c91360a.00095858	hashes->salts_done	0
TOP.5c91360a.00095858	SUB.5c91360c.0007f5ab	START
TOP.5c91360a.00095858	SUB.5c91360c.0007f5ab	straight_ctx->dict	dictionaries\rockyou.txt
TOP.5c91360a.00095858	SUB.5c91360c.0007f5ab	runtime_start	1553020429
TOP.5c91360a.00095858	SUB.5c91360c.0007f5ab	runtime_stop	1553020431
TOP.5c91360a.00095858	SUB.5c91360c.0007f5ab	status-after-work	5
TOP.5c91360a.00095858	SUB.5c91360c.0007f5ab	STOP
TOP.5c91360a.00095858	proc_start	1553020426
TOP.5c91360a.00095858	proc_stop	1553020432
TOP.5c91360a.00095858	STOP
TOP.5c9138d2.000991a8	START
TOP.5c9138d2.000991a8	user_options->separator	:
TOP.5c9138d2.000991a8	user_options->encoding_from	utf-8
TOP.5c9138d2.000991a8	user_options->encoding_to	utf-8
TOP.5c9138d2.000991a8	user_options->outfile	cracked.txt
TOP.5c9138d2.000991a8	user_options->rule_buf_l	:
TOP.5c9138d2.000991a8	user_options->rule_buf_r	:
TOP.5c9138d2.000991a8	user_options->session	hashcat
TOP.5c9138d2.000991a8	user_options->limit	0
TOP.5c9138d2.000991a8	user_options->skip	0
TOP.5c9138d2.000991a8	user_options->attack_mode	0
TOP.5c9138d2.000991a8	user_options->benchmark	0
TOP.5c9138d2.000991a8	user_options->benchmark_all	0
TOP.5c9138d2.000991a8	user_options->bitmap_max	24
TOP.5c9138d2.000991a8	user_options->bitmap_min	16
TOP.5c9138d2.000991a8	user_options->debug_mode	0
TOP.5c9138d2.000991a8	user_options->example_hashes	0
TOP.5c9138d2.000991a8	user_options->force	0
TOP.5c9138d2.000991a8	user_options->gpu_temp_abort	90
TOP.5c9138d2.000991a8	user_options->gpu_temp_disable	0
TOP.5c9138d2.000991a8	user_options->hash_mode	0
TOP.5c9138d2.000991a8	user_options->hex_charset	0
TOP.5c9138d2.000991a8	user_options->hex_salt	0
TOP.5c9138d2.000991a8	user_options->hex_wordlist	0
TOP.5c9138d2.000991a8	user_options->increment	0
TOP.5c9138d2.000991a8	user_options->increment_max	256
TOP.5c9138d2.000991a8	user_options->increment_min	1
TOP.5c9138d2.000991a8	user_options->keep_guessing	0
TOP.5c9138d2.000991a8	user_options->kernel_accel	0
TOP.5c9138d2.000991a8	user_options->kernel_loops	0
TOP.5c9138d2.000991a8	user_options->keyspace	0
TOP.5c9138d2.000991a8	user_options->left	0
TOP.5c9138d2.000991a8	user_options->logfile_disable	0
TOP.5c9138d2.000991a8	user_options->loopback	0
TOP.5c9138d2.000991a8	user_options->machine_readable	0
TOP.5c9138d2.000991a8	user_options->markov_classic	0
TOP.5c9138d2.000991a8	user_options->markov_disable	0
TOP.5c9138d2.000991a8	user_options->markov_threshold	256
TOP.5c9138d2.000991a8	user_options->nvidia_spin_damp	100
TOP.5c9138d2.000991a8	user_options->opencl_info	0
TOP.5c9138d2.000991a8	user_options->opencl_vector_width	0
TOP.5c9138d2.000991a8	user_options->optimized_kernel_enable	0
TOP.5c9138d2.000991a8	user_options->outfile_autohex	1
TOP.5c9138d2.000991a8	user_options->outfile_check_timer	5
TOP.5c9138d2.000991a8	user_options->outfile_format	3
TOP.5c9138d2.000991a8	user_options->wordlist_autohex_disable	0
TOP.5c9138d2.000991a8	user_options->potfile_disable	0
TOP.5c9138d2.000991a8	user_options->progress_only	0
TOP.5c9138d2.000991a8	user_options->quiet	0
TOP.5c9138d2.000991a8	user_options->remove	0
TOP.5c9138d2.000991a8	user_options->remove_timer	60
TOP.5c9138d2.000991a8	user_options->restore	0
TOP.5c9138d2.000991a8	user_options->restore_disable	0
TOP.5c9138d2.000991a8	user_options->restore_timer	60
TOP.5c9138d2.000991a8	user_options->rp_files_cnt	0
TOP.5c9138d2.000991a8	user_options->rp_gen	0
TOP.5c9138d2.000991a8	user_options->rp_gen_func_max	4
TOP.5c9138d2.000991a8	user_options->rp_gen_func_min	1
TOP.5c9138d2.000991a8	user_options->rp_gen_seed	0
TOP.5c9138d2.000991a8	user_options->runtime	0
TOP.5c9138d2.000991a8	user_options->scrypt_tmto	0
TOP.5c9138d2.000991a8	user_options->segment_size	33554432
TOP.5c9138d2.000991a8	user_options->self_test_disable	0
TOP.5c9138d2.000991a8	user_options->slow_candidates	0
TOP.5c9138d2.000991a8	user_options->show	0
TOP.5c9138d2.000991a8	user_options->speed_only	0
TOP.5c9138d2.000991a8	user_options->status	0
TOP.5c9138d2.000991a8	user_options->status_timer	10
TOP.5c9138d2.000991a8	user_options->stdout_flag	0
TOP.5c9138d2.000991a8	user_options->usage	0
TOP.5c9138d2.000991a8	user_options->username	0
TOP.5c9138d2.000991a8	user_options->veracrypt_pim	0
TOP.5c9138d2.000991a8	user_options->version	0
TOP.5c9138d2.000991a8	user_options->workload_profile	2
TOP.5c9138d2.000991a8	user_options->brain_client	0
TOP.5c9138d2.000991a8	user_options->brain_client_features	3
TOP.5c9138d2.000991a8	user_options->brain_server	0
TOP.5c9138d2.000991a8	user_options->brain_port	6863
TOP.5c9138d2.000991a8	user_options->brain_session	0
TOP.5c9138d2.000991a8	hashes->hashfile	hashes.txt
TOP.5c9138d2.000991a8	hashes->hashlist_mode	4
TOP.5c9138d2.000991a8	hashes->hashlist_format	0
TOP.5c9138d2.000991a8	hashes->hashes_cnt	0
TOP.5c9138d2.000991a8	hashes->digests_cnt	7
TOP.5c9138d2.000991a8	hashes->digests_done	5
TOP.5c9138d2.000991a8	hashes->salts_cnt	1
TOP.5c9138d2.000991a8	hashes->salts_done	0
TOP.5c9138d2.000991a8	SUB.5c9138d4.000f0927	START
TOP.5c9138d2.000991a8	SUB.5c9138d4.000f0927	straight_ctx->dict	dictionaries\rockyou.txt
TOP.5c9138d2.000991a8	SUB.5c9138d4.000f0927	runtime_start	1553021141
TOP.5c9138d2.000991a8	SUB.5c9138d4.000f0927	runtime_stop	1553021143
TOP.5c9138d2.000991a8	SUB.5c9138d4.000f0927	status-after-work	5
TOP.5c9138d2.000991a8	SUB.5c9138d4.000f0927	STOP
TOP.5c9138d2.000991a8	proc_start	1553021138
TOP.5c9138d2.000991a8	proc_stop	1553021144
TOP.5c9138d2.000991a8	STOP
TOP.5c913904.000da45c	START
TOP.5c913904.000da45c	user_options->separator	:
TOP.5c913904.000da45c	user_options->encoding_from	utf-8
TOP.5c913904.000da45c	user_options->encoding_to	utf-8
TOP.5c913904.000da45c	user_options->outfile	cracked.txt
TOP.5c913904.000da45c	user_options->rule_buf_l	:
TOP.5c913904.000da45c	user_options->rule_buf_r	:
TOP.5c913904.000da45c	user_options->session	hashcat
TOP.5c913904.000da45c	user_options->limit	0
TOP.5c913904.000da45c	user_options->skip	0
TOP.5c913904.000da45c	user_options->attack_mode	0
TOP.5c913904.000da45c	user_options->benchmark	0
TOP.5c913904.000da45c	user_options->benchmark_all	0
TOP.5c913904.000da45c	user_options->bitmap_max	24
TOP.5c913904.000da45c	user_options->bitmap_min	16
TOP.5c913904.000da45c	user_options->debug_mode	0
TOP.5c913904.000da45c	user_options->example_hashes	0
TOP.5c913904.000da45c	user_options->force	0
TOP.5c913904.000da45c	user_options->gpu_temp_abort	90
TOP.5c913904.000da45c	user_options->gpu_temp_disable	0
TOP.5c913904.000da45c	user_options->hash_mode	0
TOP.5c913904.000da45c	user_options->hex_charset	0
TOP.5c913904.000da45c	user_options->hex_salt	0
TOP.5c913904.000da45c	user_options->hex_wordlist	0
TOP.5c913904.000da45c	user_options->increment	0
TOP.5c913904.000da45c	user_options->increment_max	256
TOP.5c913904.000da45c	user_options->increment_min	1
TOP.5c913904.000da45c	user_options->keep_guessing	0
TOP.5c913904.000da45c	user_options->kernel_accel	0
TOP.5c913904.000da45c	user_options->kernel_loops	0
TOP.5c913904.000da45c	user_options->keyspace	0
TOP.5c913904.000da45c	user_options->left	0
TOP.5c913904.000da45c	user_options->logfile_disable	0
TOP.5c913904.000da45c	user_options->loopback	0
TOP.5c913904.000da45c	user_options->machine_readable	0
TOP.5c913904.000da45c	user_options->markov_classic	0
TOP.5c913904.000da45c	user_options->markov_disable	0
TOP.5c913904.000da45c	user_options->markov_threshold	256
TOP.5c913904.000da45c	user_options->nvidia_spin_damp	100
TOP.5c913904.000da45c	user_options->opencl_info	0
TOP.5c913904.000da45c	user_options->opencl_vector_width	0
TOP.5c913904.000da45c	user_options->optimized_kernel_enable	0
TOP.5c913904.000da45c	user_options->outfile_autohex	1
TOP.5c913904.000da45c	user_options->outfile_check_timer	5
TOP.5c913904.000da45c	user_options->outfile_format	3
TOP.5c913904.000da45c	user_options->wordlist_autohex_disable	0
TOP.5c913904.000da45c	user_options->potfile_disable	0
TOP.5c913904.000da45c	user_options->progress_only	0
TOP.5c913904.000da45c	user_options->quiet	0
TOP.5c913904.000da45c	user_options->remove	0
TOP.5c913904.000da45c	user_options->remove_timer	60
TOP.5c913904.000da45c	user_options->restore	0
TOP.5c913904.000da45c	user_options->restore_disable	0
TOP.5c913904.000da45c	user_options->restore_timer	60
TOP.5c913904.000da45c	user_options->rp_files_cnt	0
TOP.5c913904.000da45c	user_options->rp_gen	0
TOP.5c913904.000da45c	user_options->rp_gen_func_max	4
TOP.5c913904.000da45c	user_options->rp_gen_func_min	1
TOP.5c913904.000da45c	user_options->rp_gen_seed	0
TOP.5c913904.000da45c	user_options->runtime	0
TOP.5c913904.000da45c	user_options->scrypt_tmto	0
TOP.5c913904.000da45c	user_options->segment_size	33554432
TOP.5c913904.000da45c	user_options->self_test_disable	0
TOP.5c913904.000da45c	user_options->slow_candidates	0
TOP.5c913904.000da45c	user_options->show	0
TOP.5c913904.000da45c	user_options->speed_only	0
TOP.5c913904.000da45c	user_options->status	0
TOP.5c913904.000da45c	user_options->status_timer	10
TOP.5c913904.000da45c	user_options->stdout_flag	0
TOP.5c913904.000da45c	user_options->usage	0
TOP.5c913904.000da45c	user_options->username	0
TOP.5c913904.000da45c	user_options->veracrypt_pim	0
TOP.5c913904.000da45c	user_options->version	0
TOP.5c913904.000da45c	user_options->workload_profile	2
TOP.5c913904.000da45c	user_options->brain_client	0
TOP.5c913904.000da45c	user_options->brain_client_features	3
TOP.5c913904.000da45c	user_options->brain_server	0
TOP.5c913904.000da45c	user_options->brain_port	6863
TOP.5c913904.000da45c	user_options->brain_session	0
TOP.5c913904.000da45c	hashes->hashfile	hashes.txt
TOP.5c913904.000da45c	hashes->hashlist_mode	4
TOP.5c913904.000da45c	hashes->hashlist_format	0
TOP.5c913904.000da45c	hashes->hashes_cnt	0
TOP.5c913904.000da45c	hashes->digests_cnt	7
